"name","player","pos","team","overallRank","projections","projectedPts_accu","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_fox","projectedPts_nfl","projectedPts_yahoo","passAttMedian","passCompMedian","projectedPtsMean","projectedPtsMedian","pick","sdPts","sdPick","risk"
"BRANDONBOLDEN","Brandon Bolden","RB","NE",299,38.0913449263856,NA,73.825,15.6,46.5,NA,51.5475,38.625,NA,15.05,26.075,27.8,27,34.4,50.2,41.2,0,0,34.2748076923077,38.0913449263856,NA,16.7922641976736,NA,5.41650495354313
"BENJAMINWATSON","Benjamin Watson","TE","NO",300,37.59125,27.715,NA,NA,NA,NA,36.525,NA,NA,NA,NA,NA,NA,55.125,NA,37.55,NA,NA,39.22875,37.59125,NA,11.4802100554244,NA,4.29922288815684
"DREWDAVIS","Drew Davis","WR","ATL",301,37.5626659197401,58.465,46,39.875,NA,NA,34.9125,56.125,9.625,42.375,22.25,31.625,35.125,55.125,30.125,12.9375,NA,0,36.4675,37.5626659197401,NA,15.5455914503652,NA,5.15429281024148
"BENJARVUSGREENELLIS","BenJarvus Green-Ellis","RB","CIN",302,37.0941737473543,79.915,54.975,38.85,38.75,NA,45.9125,45,25.075,23.225,20.625,56.825,53.125,25.15,32.25,21.1625,0,0,39.0153571428571,37.0941737473543,163,17.210416428833,21.7,5.84898837870571
"MIKEJAMES","Mike James","RB","TB",303,36.9860324417303,19.705,48.8,34.5,51.75,NA,42.995,24.95,41.275,37.575,35,22.1,35.125,NA,56.725,39.1625,0,0,37.2786538461539,36.9860324417303,NA,11.1033918717522,NA,4.21996688148705
"MIKEBROWN","Mike Brown","WR","JAC",304,36.875230818053,147.23,44.875,49.625,NA,NA,47.25,54.875,NA,24,16.875,12.875,27,16.375,54.5,18.875,NA,0,42.2641666666667,36.875230818053,NA,36.5567296042201,NA,9.57355647059187
"DONTEMONCRIEF","Donte Moncrief","WR","IND",305,36.8616984517648,NA,64.75,29.25,NA,NA,29.65,21.875,7.25,51.75,46.375,30.45,23.5,37.375,76.625,35.275,0,0,34.9029220779221,36.8616984517648,NA,19.2903535861133,NA,5.94192702129594
"CJFIEDOROWICZ","C.J. Fiedorowicz","TE","HOU",306,36.1432701605406,NA,NA,67.375,47.25,NA,50.3875,27.875,NA,32.625,21.625,19.5,10.625,NA,NA,38.4,0,0,34.9902777777778,36.1432701605406,NA,17.7347716854802,NA,5.61474214850003
"DARRIUSHEYWARDBEY","Darrius Heyward-Bey","WR","PIT",307,36.0181686061949,57.285,75.25,40,NA,NA,57.625,22.375,NA,29.775,NA,18.825,2.5,18.375,57.825,NA,NA,0,34.1399675324675,36.0181686061949,NA,23.2534459871602,NA,6.77548254324392
"JONBALDWIN","Jon Baldwin","WR","DET",308,36.0026137371037,NA,47.5,NA,NA,NA,35.925,NA,NA,NA,NA,3,NA,35.375,42.375,NA,NA,NA,18.2416666666667,36.0026137371037,NA,17.4083367241101,NA,5.5460832233296
"CHARLESJOHNSON","Charles Johnson","WR","CLE",309,35.1500559685707,NA,NA,41.125,NA,NA,22.825,11.775,8,53.9,70.5,NA,13.75,NA,NA,37.925,NA,0,32.0392857142857,35.1500559685707,NA,22.2990070246573,NA,6.57473580634057
"RICHARDRODGERS","Richard Rodgers","TE","GB",310,35.090625,NA,NA,NA,NA,NA,19.4375,45.125,38.875,26.125,35.125,54,34.5,NA,NA,18.975,NA,0,33.9578125,35.090625,148,12.2408930023726,0,3.15994826324534
"GRIFFWHALEN","Griff Whalen","WR","IND",311,34.9065567973623,28.13,42.5,19.5,NA,NA,32.875,63.875,NA,NA,2.5,NA,NA,NA,36.625,NA,NA,0,32.2528571428571,34.9065567973623,NA,19.1020264444826,NA,5.90231625451255
"DEVINSTREET","Devin Street","WR","DAL",312,34.8128476042831,NA,50.875,58.75,NA,NA,54.8125,48.875,NA,12,6.25,21,28.25,23.5,NA,16.35,NA,0,32.06625,34.8128476042831,NA,19.4143632843344,NA,5.96800992784135
"BENWATSON","Ben Watson","TE","NO",313,34.7499976904957,NA,NA,NA,NA,NA,NA,43.5,46.375,26.625,26,26.625,26.625,NA,NA,NA,NA,0,32.625,34.7499976904957,NA,9.58351449104137,NA,3.90029172502574
"DARICKROGERS","Da'Rick Rogers","WR","IND",314,34.6996292524783,NA,38.5,NA,NA,NA,30.05,53.725,33,31.625,24.125,61.825,17.25,4.375,43.6,NA,NA,0,33.8341666666667,34.6996292524783,176.5,16.84342127591,16.5,5.29125099247722
"JOSEPHFAURIA","Joseph Fauria","TE","DET",315,34.3148484294611,20.395,62.875,NA,NA,NA,31.4375,81.375,23.875,34,16,48.125,22,NA,NA,39.225,NA,0,37.69375,34.3148484294611,NA,20.8503732996825,NA,6.27004529737998
"MICHAELROBINSON","Michael Robinson","RB","SEA",316,34.295,34.295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.295,34.295,NA,NA,NA,NA
"DENARDROBINSON","Denard Robinson","WR","JAC",317,34.2627771625491,10.045,63.725,34.375,23.75,NA,47.755,14,76.875,28.425,25.125,22.9,13.5,35.6,NA,22.9375,0,0,32.7486538461539,34.2627771625491,NA,19.8487688373605,NA,6.05937826116462
"DRIARCHER","Dri Archer","RB","PIT",318,34.0944559598641,NA,53.4,56.1,NA,NA,38.17,15.625,29.6,31.275,22.5,32.375,25.25,2.55,48.875,25.745,0,0,28.6115934065934,34.0944559598641,NA,15.6026684962716,NA,5.16629780078351
"JOEMORGAN","Joe Morgan","WR","NO",319,33.8155372706079,NA,46.5,37.75,NA,NA,NA,NA,63.125,33.625,10.625,16,26,NA,NA,NA,0,0,29.203125,33.8155372706079,NA,18.0294897321028,NA,5.67673006861894
"TJGRAHAM","T.J. Graham","WR","BUF",320,33.5189123423674,71.235,49.375,20.5,NA,NA,33.3875,32.75,24.225,13.15,NA,8.15,3.125,3.75,62.725,NA,NA,0,26.6270734126984,33.5189123423674,NA,23.3595032126308,NA,6.79778951390908
"CHRISOWUSU","Chris Owusu","WR","TB",321,32.7344884515086,19.9,NA,40.125,NA,NA,36.2125,26.45,62.875,29.625,11.25,22.125,13.75,70.25,38,NA,NA,0,33.4347222222222,32.7344884515086,NA,18.8381486285144,NA,5.8468149468565
"ROBERTHOUSLER","Robert Housler","TE","ARI",322,32.69375,NA,NA,NA,NA,NA,50.95,44.25,8.625,NA,NA,NA,NA,NA,NA,NA,NA,0,34.6083333333333,32.69375,NA,22.7502243578681,NA,6.66964015416681
"RYANBROYLES","Ryan Broyles","WR","DET",323,32.5303410566066,24.44,67.25,NA,NA,NA,30.35,11.125,NA,29.375,35.75,21.625,16.25,52.125,73.125,17.2,0,0,31.536369047619,32.5303410566066,NA,20.8944622393764,NA,6.27931850512276
"BRANDONLLOYD","Brandon Lloyd","WR","SF",324,32.2,4.06,50.875,51,NA,NA,39.1125,59.875,NA,22.75,20,3.75,16,NA,NA,NA,NA,0,29.7056111111111,32.2,NA,21.1012124618732,NA,6.32280419058914
"MATTASIATA","Matt Asiata","RB","MIN",325,32.0992173724426,33.46,57.225,17.8,33,NA,36.385,53.35,NA,23.6,27.125,22.675,26.375,17.825,54.275,42.075,0,0,33.7996153846154,32.0992173724426,NA,13.7301484202111,NA,4.77245145772416
"MIKEGLENNON","Mike Glennon","QB","TB",326,31.7174192201027,1.47,18.04,34.08,31.94,NA,28.508,53.22,38.42,20.8,59,24.34,27.5,NA,36.62,88.32,78.000082079594,48.4457899253506,32.1701547619048,31.7174192201027,NA,21.596765897485,NA,6.42703373178414
"ISAIAHCROWELL","Isaiah Crowell","RB","CLE",327,31.3325339204708,NA,55.95,25.625,29.4,NA,37.79,24.5,NA,16.45,30.5,26.675,22.375,NA,NA,38,0,0,30.5765,31.3325339204708,177.4,11.0333230236608,11.4,4.17107434621085
"KEVINNORWOOD","Kevin Norwood","WR","SEA",328,31.1249952813119,NA,44.875,30.125,NA,NA,37.5,NA,NA,NA,NA,18.875,24.75,NA,NA,NA,NA,NA,22.3035714285714,31.1249952813119,NA,10.2634819871231,NA,4.04330899632487
"ZACHSUDFELD","Zach Sudfeld","TE","NYJ",329,30.75625,NA,NA,NA,NA,NA,18.675,75.875,38,48.375,38.875,21.375,4.375,NA,NA,10.775,NA,0,32.040625,30.75625,NA,23.2394251584765,NA,6.77253354837099
"DEVIERPOSEY","DeVier Posey","WR","HOU",330,30.7526874464736,NA,53.125,58.875,NA,NA,35.825,32.075,11.125,15.875,31,20.125,2.5,29.75,41.25,24.475,0,0,25.4003246753247,30.7526874464736,NA,16.4403374956142,NA,5.34248436150619
"SANTANAMOSS","Santana Moss","WR","WAS",331,30.4300912466831,51.605,61.75,41.625,NA,NA,44.4875,48.7,24.375,16.5,2.5,24.875,10.375,2.625,43.5,12.3875,NA,0,28.7780769230769,30.4300912466831,NA,19.9817601101444,NA,6.08735025842884
"TOMSAVAGE","Tom Savage","QB","HOU",332,30.1720478416201,NA,35.56,114.66,NA,NA,54.962,23.5,NA,NA,17.9,35.72,3,NA,NA,21.66,131,67.15,37.37525,30.1720478416201,NA,34.3943017778485,NA,9.11873395497004
"JOSHHUFF","Josh Huff","WR","PHI",333,29.8961383407875,NA,NA,40.25,NA,NA,36.9375,25.925,NA,29.5,37.5,19.9,11.875,25,36.375,13.725,NA,0,27.52875,29.8961383407875,NA,10.189217561417,NA,4.02768899157422
"LEONARDHANKERSON","Leonard Hankerson","WR","WAS",334,29.8439404140545,104.655,66,22.5,NA,NA,35.8625,43.3,9.5,31.875,26,33,13.5,NA,19.625,13.05,NA,0,34.8175297619048,29.8439404140545,NA,26.907340670535,NA,7.54400464208239
"NICKTOON","Nick Toon","WR","NO",335,29.8035166066938,66.3,NA,NA,NA,NA,21.85,71.475,11,48,29.75,36.75,7.5,5.875,26.625,17.7,NA,0,31.1009090909091,29.8035166066938,NA,22.518673564198,NA,6.62093817522124
"DEREKCARR","Derek Carr","QB","OAK",336,29.7529103272843,NA,22.54,70.16,NA,NA,34.082,26.7,12,21.8,30.6,53.58,39,NA,23.98,86.94,111.95,64,33.6615952380952,29.7529103272843,NA,22.8995600672311,NA,6.70104986975425
"CLAYHARBOR","Clay Harbor","TE","JAC",337,29.7370842967224,13.045,50.875,NA,NA,NA,30.2375,39,32.5,39.625,36.625,21.625,27.25,NA,NA,23.475,NA,0,30.95475,29.7370842967224,NA,10.7859292373856,NA,4.15319510200027
"MARCUSLATTIMORE","Marcus Lattimore","RB","SF",338,29.644736768954,NA,57.85,53.05,19.55,NA,39.815,0.1,13.175,5.625,11.625,22,16.875,NA,57,NA,0,0,26.9695454545455,29.644736768954,178.8,21.1791855904028,9.5,5.04837515003686
"BENNYCUNNINGHAM","Benny Cunningham","RB","STL",339,29.4876820254605,NA,34,14.175,24.35,NA,27.8025,58.375,48.4,51,17.25,21.975,16.25,12.525,83.15,32.9,0,0,33.0622802197802,29.4876820254605,205.7,20.8833959509058,15.8,5.64622950476143
"KEVINOGLETREE","Kevin Ogletree","WR",NA,340,29.4063857260476,NA,51.75,NA,NA,NA,39.1125,49.2,NA,12.5,15,17.375,NA,NA,NA,NA,NA,0,26.4310714285714,29.4063857260476,NA,17.9516998092567,NA,5.66036854756958
"JALENSAUNDERS","Jalen Saunders","WR","NYJ",341,29.216205294515,NA,53.75,40.75,NA,NA,38.6875,NA,13,11.25,NA,16.125,3.125,NA,NA,NA,NA,NA,22.0859375,29.216205294515,NA,18.9380991575813,NA,5.86783749869084
"DEANTHONYTHOMAS","De'Anthony Thomas","RB","KC",342,29.1741597373074,NA,NA,11.6,40.8,NA,26.4325,-0.3,23.075,25.5,79.25,24.375,1.025,NA,NA,31.275,0,0,25.71825,29.1741597373074,NA,22.6469091602781,NA,6.64790991304765
"ALDRICKROBINSON","Aldrick Robinson","WR","WAS",343,29.166299089704,18.87,NA,30.875,NA,NA,31.625,43.625,NA,NA,NA,20.625,1.875,42.5,46.6,NA,NA,0,23.6645,29.166299089704,NA,15.2230594441225,NA,5.08645479194609
"ROBERTHERRON","Robert Herron","WR","TB",344,29.15625,NA,60.125,23.5,NA,NA,41.8125,21.375,NA,NA,34,26.225,3.125,NA,NA,19.375,NA,0,28.4471875,29.15625,NA,16.9681015562763,NA,5.45348874962857
"ALFREDBLUE","Alfred Blue","RB","HOU",345,28.8434711112583,NA,35.65,40.375,NA,NA,38.0125,17.675,NA,28.375,12.375,3.45,24.625,NA,NA,30.1,NA,0,25.2530555555556,28.8434711112583,NA,12.4026056430135,NA,4.49322995578218
"JASONSNELLING","Jason Snelling","RB",NA,346,28.785,59.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.785,28.785,NA,NA,NA,NA
"LARRYDONNELL","Larry Donnell","TE","NYG",347,28.3746860996165,NA,NA,NA,NA,NA,11.5625,NA,NA,24.75,29.75,20.625,32,NA,NA,57.325,NA,0,24.9732142857143,28.3746860996165,NA,15.5142684662109,NA,5.14770466044241
"THEORIDDICK","Theo Riddick","RB","DET",348,28.3719702780473,38.24,19.825,38.7,24.925,NA,28.1775,13.1,NA,14.375,48.625,22.775,23.25,2.85,NA,45.375,0,0,26.5276488095238,28.3719702780473,167.5,13.7913859173338,0.5,3.37292305792492
"QUINTONPATTON","Quinton Patton","WR","SF",349,28.0495155284685,1.99,64.75,NA,NA,NA,25.05,40.925,NA,36.2,16.75,18.525,1.875,3.875,47.65,NA,0,0,23.3758585858586,28.0495155284685,NA,21.3094965527892,NA,6.36661249394111
"MARCUSHARRIS","Marcus Harris","WR","NYG",350,27.34375,NA,NA,31.25,NA,NA,23.4375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.34375,27.34375,NA,5.5242717280199,NA,3.04651293875519
"CASEKEENUM","Case Keenum","QB","HOU",351,27.1249129658293,1.67,NA,NA,NA,NA,44.79,0.56,52.58,28.96,17.6,27.78,21.5,NA,38.34,NA,80.2,42,25.9422222222222,27.1249129658293,NA,17.8665652204831,NA,5.64246222609138
"JACOBTAMME","Jacob Tamme","TE","DEN",352,26.9874270317748,25.985,NA,31.5,NA,NA,24.3125,53.625,NA,24.25,23.5,24.25,40.125,NA,NA,19.85,NA,0,29.6655,26.9874270317748,NA,10.7355663276327,NA,4.14260229283064
"JEFFJANIS","Jeff Janis","WR","GB",353,26.846875,NA,44.875,NA,NA,NA,33.9625,NA,NA,NA,NA,19.375,4.375,NA,NA,NA,NA,NA,25.646875,26.846875,NA,17.6134370314967,NA,5.58922188285977
"RISHARDMATTHEWS","Rishard Matthews","WR","MIA",354,26.5620648922982,26.355,NA,26.5,NA,NA,26.75,37.75,9.625,27,15.625,17.75,5,26.25,45.125,NA,NA,0,23.9459090909091,26.5620648922982,NA,11.5999408305701,NA,4.32440581065026
"ANDRECALDWELL","Andre Caldwell","WR","DEN",355,26.5488220210882,12.865,68.75,NA,NA,NA,33.55,38.4,29,23.25,8.25,21.7,12.875,40.625,35.625,NA,0,0,27.1216666666667,26.5488220210882,NA,17.0360537470603,NA,5.46778110472013
"LORENZOTALIAFERRO","Lorenzo Taliaferro","RB","BAL",356,26.3829056563144,NA,54.825,23.5,22.925,NA,35.105,25.5,NA,17.25,2.625,22.525,49.5,15.6,30,NA,0,0,27.2140909090909,26.3829056563144,NA,14.9163059800645,NA,5.02193546764908
"JOSHMORGAN","Josh Morgan","WR","CHI",357,26.3751208544637,3.77,57.625,42.5,NA,NA,27.4125,13.15,14.25,24.25,9.375,34.075,24.125,33.875,35.625,21.775,0,0,24.2578571428571,26.3751208544637,NA,14.6949814933447,NA,4.97538438345057
"ANTHONYMCCOY","Anthony McCoy","TE","SEA",358,26.2307508673957,40.24,NA,NA,NA,NA,17.1875,NA,NA,NA,NA,21.625,NA,NA,NA,NA,NA,NA,13.0354166666667,26.2307508673957,NA,12.2312944770099,NA,4.45719815184141
"BOBBYRAINEY","Bobby Rainey","RB","TB",359,25.6700337436175,25.105,41.675,13.3,17.05,NA,26.9225,22.375,35.1,5.425,2.125,26.675,19.375,29.45,44.2,NA,0,0,23.0776098901099,25.6700337436175,182.5,12.5825506591368,17.5,4.94299253015049
"CHRISOGBONNAYA","Chris Ogbonnaya","RB","CLE",360,25.6501678922894,58.165,50.3,16.625,NA,NA,22.3625,61.35,17.425,6.875,7.625,8.575,28.625,NA,29.525,NA,0,0,23.9335416666667,25.6501678922894,NA,20.0844921660514,NA,6.10895784760837
"DWAYNEHARRIS","Dwayne Harris","WR","DAL",361,25.6500016633602,22,NA,NA,NA,NA,17.125,35.525,NA,30.75,8.5,23.1,35,3.625,49.8,4.4,NA,0,22.4753888888889,25.6500016633602,NA,15.0786873599793,NA,5.05608907351851
"MIKELLESHOURE","Mikel Leshoure","RB","DET",362,25.6382125719786,NA,43.05,NA,NA,NA,18.1175,66.45,11.775,3.5,0.5,6.65,4.125,NA,45.2,8.7375,0,0,16.5920833333333,25.6382125719786,NA,22.6032258268102,NA,6.63872201628812
"JAREDABBREDERIS","Jared Abbrederis","WR","GB",363,25.5596045079107,NA,48.375,NA,NA,NA,36.2875,NA,NA,20,NA,NA,7.5,NA,NA,NA,NA,NA,18.69375,25.5596045079107,NA,17.963543448584,NA,5.66285961514062
"JOHNKUHN","John Kuhn","RB","GB",364,25.4673470437417,25.94,41.1,15.125,NA,NA,23.455,NA,9.475,7,23.5,12.025,32.75,NA,NA,26.91,NA,NA,21.425,25.4673470437417,NA,10.8129205634329,NA,4.15887217601085
"DEMETRIUSHARRIS","Demetrius Harris","TE","KC",365,24.9374903516517,NA,NA,NA,NA,NA,25,NA,25,22.25,29.125,25.5,14.75,NA,NA,NA,NA,NA,23.6041666666667,24.9374903516517,NA,4.86210902455577,NA,2.90724054183739
"TONYMOEAKI","Tony Moeaki","TE","BUF",366,24.9248524106082,NA,NA,NA,NA,NA,28.8375,39.125,9.625,4.125,31,17.875,18.5,38,50.875,12.55,NA,0,22.7738636363636,24.9248524106082,NA,14.9402728133094,NA,5.02697640138799
"THADLEWIS","Thad Lewis","QB","BUF",367,24.155,NA,21.08,42.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8,109.5,64,26,24.155,NA,14.3091019983785,NA,4.89422251506956
"DAVONEBESS","Davone Bess","WR",NA,368,24.075,90.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.5,NA,NA,NA,37.1216666666667,24.075,NA,45.8134483530764,NA,11.5205181478392
"TRAVISBENJAMIN","Travis Benjamin","WR","CLE",369,23.6798724701967,24.825,36.625,33,NA,NA,34.8125,17.025,NA,12.375,1.25,29.825,9.375,27.25,33.3,6.1375,NA,0,21.5923611111111,23.6798724701967,NA,12.3664054176849,NA,4.48561597794242
"JIMDRAY","Jim Dray","TE","CLE",370,23.4949657234627,13.37,NA,NA,NA,NA,20.8375,22.85,NA,NA,NA,4.625,6.25,45.625,43.875,NA,NA,0,19.7356458333333,23.4949657234627,NA,16.6406982543659,NA,5.38462615380836
"JOSEPHRANDLE","Joseph Randle","RB","DAL",371,23.4747977571483,23.36,31.975,18.625,33.5,NA,26.185,28.875,21.525,3.35,12.875,19.725,22.375,9.725,NA,26.625,0,0,21.3292307692308,23.4747977571483,191.5,8.72921412079384,3.5,3.1400660906359
"MIKETHOMAS","Mike Thomas","WR","HOU",372,23.371529540313,16.11,NA,NA,NA,NA,22.7125,2.05,NA,NA,NA,21.75,43.5,2.5,NA,54.3,NA,0,23.1564523809524,23.371529540313,NA,19.6115686749647,NA,6.00948805292225
"DUJUANHARRIS","DuJuan Harris","RB","GB",373,23.243859050887,NA,32.05,43.575,NA,NA,28.6625,43.025,NA,9.95,22.875,13.1,18.625,3.375,NA,21.1375,0,0,19.4657738095238,23.243859050887,NA,13.3762304729945,NA,4.69801204794887
"LOUISMURPHY","Louis Murphy","WR","TB",374,23.1619144222739,8.145,52.25,25.75,NA,NA,29.55,11.475,NA,14.25,21.25,8.5,4.375,15.875,NA,48.85,0,0,19.7762698412698,23.1619144222739,NA,16.1262079181121,NA,5.27641362243767
"DANHERRON","Dan Herron","RB","IND",375,22.9872427444971,-0.03,NA,35.625,NA,NA,26.88,8.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,17.75,22.9872427444971,NA,16.3717393700242,NA,5.32805614722441
"LACHESEASTRUNK","Lache Seastrunk","RB","WAS",376,22.6754144849922,NA,26.725,54.925,23.225,NA,36.5725,8.65,NA,20.925,6.5,27.925,7.5,4.8,NA,15.3,0,0,21.1406818181818,22.6754144849922,NA,15.2271706729959,NA,5.08731950494862
"WESTONDRESSLER","Weston Dressler","WR","KC",377,22.675,NA,NA,39.875,NA,NA,30.2125,NA,NA,NA,10.625,19.625,1.875,NA,NA,NA,NA,NA,20.4425,22.675,NA,15.1234802955537,NA,5.06551035241234
"KYLEWILLIAMS","Kyle Williams","WR","KC",378,22.6464610742727,23.835,47.5,NA,NA,NA,35.925,8.25,NA,13,NA,6.025,1.25,3.375,NA,10.725,NA,0,14.074,22.6464610742727,NA,15.8907858084838,NA,5.22689739126995
"ANTHONYSHERMAN","Anthony Sherman","RB","KC",379,22.3560223021038,32.565,22.775,19.825,NA,NA,21.3,NA,NA,14.675,10.5,11.425,NA,19.225,NA,18.765,NA,NA,18.8927777777778,22.3560223021038,NA,6.6395805485822,NA,3.28109536378555
"JUSTINFORSETT","Justin Forsett","RB","BAL",380,22.3119535289417,9.65,43.9,28.8,NA,NA,22.65,37.25,4.2,29.925,12.875,16.625,4.625,NA,NA,30.6125,0,0,19.9977083333333,22.3119535289417,NA,13.3384914856829,NA,4.69007442296239
"ALBERTWILSON","Albert Wilson","WR","KC",381,22.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.25,NA,NA,NA,NA,NA,NA,22.25,22.25,NA,NA,NA,NA
"JOSHHILL","Josh Hill","TE","NO",382,22.15,NA,NA,NA,NA,NA,15.5875,10.25,NA,36.75,19.75,NA,5.625,NA,NA,26.55,NA,0,18.9854166666667,22.15,NA,11.310897446342,NA,4.26361143983463
"SHAQEVANS","Shaq Evans","WR","NYJ",383,22.0000012128304,NA,69.375,NA,NA,NA,NA,45.025,NA,6.375,NA,6.875,5.625,NA,NA,NA,0,0,18.0011904761905,22.0000012128304,NA,29.1857970595288,NA,8.02323139542826
"DAMIANWILLIAMS","Damian Williams","WR","MIA",384,21.8754013680684,11.53,53.875,31.375,NA,NA,36.975,10.625,20,11.75,NA,0.375,14.125,NA,NA,NA,NA,0,18.565,21.8754013680684,NA,16.5825659160792,NA,5.37239920407339
"KEVINWALTER","Kevin Walter","WR",NA,385,21.8025,44.715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.8025,21.8025,NA,NA,NA,NA
"JEREMYROSS","Jeremy Ross","WR","DET",386,21.755330698259,-5.49,NA,59.25,NA,NA,33.6875,NA,NA,4.775,NA,5.375,3.75,NA,NA,5.5425,NA,NA,12.7366666666667,21.755330698259,NA,22.8757987565462,NA,6.69605216348705
"CHARLIEWHITEHURST","Charlie Whitehurst","QB","TEN",387,21.6188183627031,NA,NA,25.7,NA,NA,28.954,22.5,86.3,18.32,26.5,8.52,NA,NA,NA,15.86,94.5500044712097,56.8171045609146,24.2504444444444,21.6188183627031,NA,24.0498917476031,NA,6.94299863784062
"CHRISTHOMPSON","Chris Thompson","RB","WAS",388,21.043450206077,-2.52,18.325,NA,NA,NA,13.755,NA,NA,23.35,49.5,1.825,43.875,NA,NA,8.2925,NA,0,17.1540555555556,21.043450206077,NA,18.7701229369166,NA,5.83250713237034
"BRENTONBERSIN","Brenton Bersin","WR","CAR",389,21,NA,NA,NA,NA,NA,11.125,NA,NA,NA,NA,30.875,NA,NA,NA,NA,NA,NA,21,21,NA,13.9653589284343,NA,4.82192318285927
"KIRKCOUSINS","Kirk Cousins","QB","WAS",390,20.4931004665729,6.31,32.84,22.76,35.34,NA,28.24,8.9,25.46,19.44,10.2,10.78,NA,NA,40.62,16.06,60.0000247109901,37.0000348685993,19.2906593406593,20.4931004665729,NA,11.3388400280548,NA,4.2694885910406
"DENNISJOHNSON","Dennis Johnson","RB","HOU",391,20.3278342542699,NA,24.125,14.475,27.825,NA,19.68,NA,12.675,9.5,8.125,29.7,1.125,20,44.2,9.8675,0,0,15.64625,20.3278342542699,NA,11.7678687370204,NA,4.35972601506281
"JACKIEBATTLE","Jackie Battle","RB","TEN",392,20.1841724718688,18.9,47.975,5.4,NA,NA,26.6875,21.2,NA,31.125,1.5,17.575,1.875,12.9,NA,9.83,NA,0,17.6869155844156,20.1841724718688,NA,13.9298889124658,NA,4.81446278964049
"ANTHONYDIXON","Anthony Dixon","RB","BUF",393,19.9537300054326,-0.03,28.125,23.2,NA,NA,25.6625,5.925,NA,24.15,3.5,13.6,1.125,NA,NA,NA,NA,0,13.9148333333333,19.9537300054326,NA,11.518208004069,NA,4.30721498036924
"KELLENDAVIS","Kellen Davis","TE","NYG",394,19.6929481266887,NA,NA,NA,NA,NA,24.4125,7.7,43.75,NA,21,14.25,8.75,NA,NA,NA,NA,0,15.1578125,19.6929481266887,NA,13.3824101357591,NA,4.69931181376301
"LARODSTEPHENSHOWLING","LaRod Stephens-Howling","RB",NA,395,19.635,30.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.225,NA,NA,NA,20.3166666666667,19.635,NA,0.572756492761105,NA,2.00506286676869
"JACOBYFORD","Jacoby Ford","WR","NYJ",396,19.0679295994671,-0.325,NA,27.5,NA,NA,25.6375,8.275,29.625,NA,3.75,17.45,16.875,3.25,18.05,NA,NA,0,14.24975,19.0679295994671,NA,10.7848821176528,NA,4.15297486175677
"DIONLEWIS","Dion Lewis","RB","CLE",397,18.7372689033382,19.86,25.75,NA,NA,NA,14.0975,2.7,17.15,48.95,12.625,21,4.125,2.45,NA,NA,0,0,15.2617727272727,18.7372689033382,NA,13.868122121634,NA,4.8014714070633
"MARIONGRICE","Marion Grice","RB","SD",398,18.7222461477657,NA,21.7,NA,NA,NA,10.85,1,NA,NA,35,7.925,2.625,NA,54.425,NA,0,0,16.690625,18.7222461477657,NA,19.576346271287,NA,6.00207973989022
"ARRELIOUSBENN","Arrelious Benn","WR","PHI",399,18.525,-0.03,49,NA,NA,NA,37.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5025,18.525,NA,25.5658294082812,NA,7.26184515468015
"VANCEMCDONALD","Vance McDonald","TE","SF",400,18.2624347182862,1.185,50.875,NA,NA,NA,24.9875,13.5,10.75,26.625,5,17.625,5.625,NA,NA,17.05,NA,0,17.31625,18.2624347182862,NA,14.4457930462855,NA,4.92297268444578
"BRUCEMILLER","Bruce Miller","RB","SF",401,18.0833705098571,30.24,27.35,13.95,NA,NA,20.65,NA,NA,14.925,10.5,7.8,NA,NA,NA,21.01,NA,NA,16.1014444444444,18.0833705098571,NA,7.91685134809649,NA,3.54974318226103
"SHAUNHILL","Shaun Hill","QB","STL",402,17.9696431448308,NA,29.46,21,34.44,NA,21.658,-2.16,1.16,5.32,1.4,8.84,20.5,NA,21.94,NA,40.000055432461,21.5000485152988,13.2548333333333,17.9696431448308,NA,12.4425798406484,NA,4.50163771159558
"TYLERGAFFNEY","Tyler Gaffney","RB","CAR",403,17.9268973199171,NA,19.2,NA,NA,NA,9.6,NA,NA,NA,NA,NA,NA,NA,32.375,NA,0,0,7.646875,17.9268973199171,NA,11.4341684583241,NA,4.28953897882076
